OTUID,A,B,stat,p.value,Group,Domain,Phylum,Phylum_mod,Class,Order,Family,Genus,Species,OTUID.1, cummulative_abund,P26.2010.06.10m,P26.2010.06.25m,P26.2010.06.50m,P26.2010.06.100m,P26.2010.08.10m,P26.2010.08.25m,P26.2010.08.50m,P26.2010.08.100m,P26.2011.02.10m,P26.2011.02.25m,P26.2011.02.50m,P26.2011.02.100m,P26.2011.06.10m,P26.2011.06.25m,P26.2011.06.50m,P26.2011.06.100m,P26.2011.08.10m,P26.2011.08.25m,P26.2011.08.50m,P26.2011.08.100m,P26.2012.02.10m,P26.2012.02.25m,P26.2012.02.50m,P26.2012.02.100m,P26.2012.06.10m,P26.2012.06.25m,P26.2012.06.50m,P26.2012.06.100m,P26.2012.08.10m,P26.2012.08.25m,P26.2012.08.50m,P26.2012.08.100m,P26.2013.02.10m,P26.2013.02.25m,P26.2013.02.50m,P26.2013.02.100m,P26.2013.06.10m,P26.2013.06.25m,P26.2013.06.50m,P26.2013.06.100m,P26.2013.08.10m,P26.2013.08.50m,P26.2014.02.10m,P26.2014.02.25m,P26.2014.02.50m,P26.2014.02.100m,P26.2014.06.10m,P26.2014.06.25m,P26.2014.06.50m,P26.2014.08.10m,P26.2014.08.25m,P26.2014.08.50m,P26.2014.08.100m,P26.2015.02.10m,P26.2015.02.25m,P26.2015.02.50m,P26.2015.02.100m,P26.2015.06.10m,P26.2015.06.25m,P26.2015.06.50m,P26.2015.06.100m,P26.2015.08.10m,P26.2015.08.25m,P26.2015.08.50m,P26.2015.08.100m,P26.2016.02.10m,P26.2016.02.25m,P26.2016.02.50m,P26.2016.02.100m
OTU_215,0.7093,0.9268,0.811,0.002,No,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,,OTU_215,0.249411335,0.001495407,0.001605376,0.001600677,0.000302559,8.86E-06,3.06E-05,0.006836311,0.003348709,0.003226406,0.003577347,0.004419262,0.003676404,0.001157626,0.001389178,0.002462815,0.007278709,1.07E-05,0,0.000958809,0.003266134,0.00657836,0.005827477,0.006494844,0.006972465,0.002499744,0.002956028,0.004095701,0.007977797,0,1.89E-05,0.005112377,0.004949413,0.004491409,0.006743974,0.004872063,0.005856987,0.001372589,0.001075644,0.005759742,0.004584729,0,0.000697157,0.001480894,0.001345009,0.001343233,0.001231585,0.000675343,0.000748122,0.001831084,6.47E-06,2.24E-05,0.002403587,0.00090949,0.001507288,0.001739499,0.001801706,0.000539248,0.000194106,0.000574756,0.003086241,0.000680949,0,9.44E-06,0.001746612,0.005774564,0.001918039,0.001593071,0.001783061,0.001558735
OTU_698,0.6939,0.9268,0.802,0.037,No,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Litoricolaceae,Litoricola,uncultured bacterium,OTU_698,0.023043138,0,1.87E-05,3.10E-05,8.40E-06,0.000673019,0.000504121,3.61E-05,1.89E-05,0.000130172,0.000122752,8.48E-05,8.13E-05,0.000275625,0.000173647,0.000216036,5.26E-05,0.001633307,0.001044327,6.58E-05,1.73E-05,0.000124962,9.86E-05,0.000119271,0.000166275,1.02E-05,9.88E-05,0,2.05E-05,0.001062935,0.001308695,2.01E-05,0,0.000522753,0.000584863,0.000407294,0.000487316,0.000352952,0.000407,6.55E-05,0.000108913,0.000722053,0.000445406,2.39E-05,3.35E-05,4.27E-05,1.76E-05,2.62E-05,6.75E-05,2.85E-05,0.000582065,0.000551926,5.98E-05,0,9.24E-05,7.64E-05,4.56E-05,4.90E-05,0.000133448,0.000198428,1.16E-05,1.08E-05,0.000682933,0.000509689,3.58E-05,4.11E-05,0.000102982,6.96E-05,3.05E-05,5.35E-05
OTU_1037,0.9788,0.6341,0.788,0.001,No,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Tenderiales,Tenderiaceae,Candidatus Tenderia,uncultured bacterium,OTU_1037,0.010881226,0,0,1.03E-05,0,0,0,2.17E-05,0.000141495,0.000260344,0.000359488,0.000330808,0.000361317,0,0,2.16E-05,2.25E-05,0,0,0,8.66E-06,0.000294553,0.000279456,0.000314442,0.000321465,0,2.70E-05,6.71E-05,0.000122893,0,0,5.03E-06,1.42E-05,0.001034838,0.001061418,0.000928012,0.001213693,9.80E-06,0,1.97E-05,0.000150404,0,0,4.78E-06,5.58E-06,0,0,0,0,0,0,0,0,0,7.11E-06,8.49E-06,1.52E-05,5.45E-06,0,0,2.31E-05,1.62E-05,0,0,0,4.57E-06,0,7.73E-06,7.62E-06,0
OTU_199,0.5901,1,0.768,0.018,No,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,uncultured,Ambiguous_taxa,OTU_199,0.356097336,0.003655439,0.00273474,0.004130781,0.000747993,0.000301087,0.001275578,0.008056308,0.003386441,0.005550907,0.004734724,0.003528623,0.004561632,0.008505009,0.008291658,0.009008717,0.006174509,0.000234855,0.000341216,0.005179448,0.0020879,0.002981238,0.00429047,0.004402182,0.003358755,0.007314824,0.005238189,0.006468074,0.005412408,0.000932513,0.002768393,0.004750439,0.001591222,0.003136519,0.002166159,0.004624593,0.002087184,0.002598116,0.005023548,0.005543506,0.004361716,0.000213224,0.007074847,0.003664019,0.003995959,0.003742734,0.004316412,0.003284923,0.002925034,0.006027616,0.000407445,0.000611593,0.004849028,0.002057914,0.003000355,0.00292745,0.002744371,0.001655873,0.001649905,0.002162177,0.0035486,0.000891718,0.000100888,0.000188774,0.007058032,0.004175594,0.003018659,0.002621607,0.002042138,0.00321266
OTU_441,0.8178,0.7073,0.761,0.007,No,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5) clade,,OTU_441,0.016186881,0,1.87E-05,4.13E-05,0.000672354,0,0,7.22E-06,0.000688608,0.000223152,0.000157824,0.000101787,0.00021679,0,0,1.08E-05,0.000247882,0,0,0,0.000346539,0.000249924,0.000287675,0.000303599,0.00031038,4.10E-05,8.98E-06,8.95E-05,0.000481331,0,0,4.02E-05,0.001206479,0.001173527,0.000353806,0.0008713,0.000707987,4.90E-05,0,0.000242446,0.000669039,0,6.46E-06,1.91E-05,3.35E-05,3.05E-05,5.28E-05,0,0,0,0,0,0,9.25E-05,7.11E-05,4.24E-05,9.88E-05,0.00032137,0,0,5.78E-06,0.000102683,0,0,0,4.57E-06,0.000115855,0.000100534,0.000144778,0.000107089
OTU_1342,0.8402,0.6829,0.757,0.024,No,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05 cluster,,OTU_1342,0.005612035,0,1.87E-05,0,0,0,0,0.001169464,9.43E-06,3.72E-05,6.14E-05,7.63E-05,3.61E-05,7.88E-06,8.68E-06,5.40E-05,6.76E-05,0,0,0.000141001,8.66E-06,8.03E-05,0.00011507,8.67E-05,7.76E-05,0,0,0,2.56E-05,0,0,0.000512746,0,0.000133355,0.000101087,0.000273248,0.000234463,9.80E-06,1.16E-05,3.93E-05,3.11E-05,0,1.29E-05,1.43E-05,1.12E-05,1.83E-05,4.11E-05,0,0,7.12E-06,0,0,0,0,7.82E-05,5.94E-05,4.56E-05,2.72E-05,0,0,1.16E-05,0,0,0,0,0,2.57E-05,3.87E-05,2.29E-05,2.97E-05
OTU_1323,0.5692,1,0.754,0.009,No,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,OM43 clade,Ambiguous_taxa,OTU_1323,0.139651219,0.001436065,0.001773381,0.00206539,0.001781737,8.86E-05,0.000259699,0.001458221,0.001103659,0.001803812,0.001718529,0.001204482,0.001905949,0.001874252,0.00161492,0.001577066,0.001479779,0.000352282,0.000320536,0.002425222,0.001750024,0.001276398,0.001191797,0.001236081,0.00181794,0.001659666,0.001814947,0.001633804,0.001920202,0.001565057,0.001566658,0.002206818,0.001225479,0.001738954,0.001949543,0.002082871,0.001792955,0.001911821,0.002180359,0.00228686,0.002053793,8.72E-05,0.001710615,0.00112739,0.001205485,0.001703463,0.001947077,0.000931056,0.000858501,0.001645838,0.000291032,0.000268504,0.002086697,0.001942301,0.001038038,0.001247348,0.001041492,0.000800702,0.001182836,0.000985296,0.001121219,0.001680754,0.00012417,6.61E-05,0.000894781,0.001037046,0.001512548,0.001569871,0.001325866,0.001820507
OTU_948,0.719,0.7805,0.749,0.034,No,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_948,0.010992243,2.37E-05,1.87E-05,3.10E-05,5.04E-05,0,0,8.66E-05,0.000113196,4.65E-05,0.000105216,9.33E-05,9.94E-05,7.88E-06,0,2.16E-05,0.000202812,0,0,3.76E-05,0.000147279,0.000437367,0.000328772,0.000412027,0.000343635,8.20E-05,0.000116804,0.000134285,0.000425005,0,0,0.000110592,0.000512991,0.000309384,0.000469334,0.000242314,0.000478121,0,1.16E-05,0.000209683,0.000300808,0,3.23E-05,4.78E-05,8.93E-05,2.44E-05,3.52E-05,6.56E-06,1.23E-05,7.84E-05,0,0,4.19E-05,0.000123321,0.000142197,0.000101824,0.00010643,8.72E-05,0,6.84E-06,2.89E-05,4.86E-05,0,0,7.16E-06,0.000146191,0.000102982,9.28E-05,9.91E-05,0.000113038
OTU_668,0.946,1,0.973,0.001,Yes,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_668,0.067851435,2.37E-05,9.33E-06,0,3.36E-05,2.66E-05,5.35E-05,3.61E-05,1.89E-05,0.000260344,0.000184128,0.000229021,0.000171626,3.94E-05,6.95E-05,6.48E-05,3.76E-05,0.00024553,0.000237817,2.82E-05,3.47E-05,6.25E-05,8.22E-05,4.34E-05,0.000188445,5.12E-05,6.29E-05,4.48E-05,8.19E-05,1.30E-05,6.29E-06,5.53E-05,0.000256496,3.73E-05,7.22E-06,7.22E-05,4.14E-05,1.96E-05,6.40E-05,0.00027521,0.000305994,9.21E-05,9.68E-05,0.001165607,0.001227809,0.001251649,0.001096697,0.000439301,0.000539629,0.000812232,0.003841627,0.004318446,0.001656203,0.000716802,0.001649485,0.001527365,0.001201137,0.00076802,0.001892538,0.000834765,0.000589507,0.0003729,0.004788291,0.005266784,0.000322121,0.000283246,0.001609093,0.001716805,0.00184402,0.00132076
OTU_545,0.9459,1,0.973,0.001,Yes,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,,OTU_545,0.087174652,1.19E-05,0,0,4.20E-05,0,0,3.61E-05,2.83E-05,0.000864714,0.000868033,0.000941532,0.000785865,7.88E-06,8.68E-06,6.48E-05,7.51E-06,0,0,0,0,0.000160666,0.000131509,0.000162642,0.000166275,4.10E-05,8.98E-06,0,8.19E-05,6.52E-06,1.26E-05,0,6.17E-05,5.87E-05,6.50E-05,8.25E-05,3.68E-05,1.96E-05,1.16E-05,1.97E-05,3.11E-05,4.85E-06,1.29E-05,0.003224527,0.003610874,0.00334587,0.00302618,0.000170475,0.000190097,0.000826482,0.000135815,8.20E-05,0.002648729,0.000316009,0.004301458,0.00492151,0.004576485,0.002113416,0.000188041,8.90E-05,0.000340989,0.000145918,1.55E-05,9.44E-06,0.000765932,0.001941606,0.005123353,0.004547212,0.005478721,0.003171015
OTU_175,0.9349,0.9259,0.93,0.001,Yes,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,,OTU_175,0.017724917,8.31E-05,0,0,1.68E-05,0,7.64E-06,0,0,9.30E-06,8.77E-06,0,0,7.88E-06,0,1.08E-05,7.51E-06,0,6.20E-05,9.40E-06,0.000268568,0,0,2.17E-05,3.33E-05,2.05E-05,0,0,3.07E-05,0,0,5.03E-06,0,0,2.17E-05,0,4.60E-06,1.96E-05,6.98E-05,9.17E-05,0.000150404,2.42E-05,0.00020011,0.0016672,0.001624056,0.0014165,0.002568734,0.000478641,0.000416986,0.002151702,6.47E-06,0,1.79E-05,1.54E-05,0.000170636,2.55E-05,2.28E-05,0.000239666,2.43E-05,2.05E-05,1.73E-05,5.94E-05,3.10E-05,9.44E-06,7.16E-06,3.20E-05,6.44E-06,7.73E-06,7.62E-06,0
OTU_359,1,0.8148,0.903,0.001,Yes,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,metagenome,metagenome,metagenome,OTU_359,0.014658625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000367835,0.000407409,0.000421287,0.000246317,1.31E-05,1.84E-05,8.55E-05,0.000433315,0.000477341,1.79E-05,0,0.000732314,0.000992787,0.000767816,0.000468438,0.000103119,6.84E-06,0,0,0.001909108,0.002397425,0,0,8.37E-05,6.19E-05,6.10E-05,4.16E-05
OTU_1258,0.9812,0.7778,0.874,0.001,Yes,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,uncultured,,OTU_1258,0.015084296,0,0,0,0,0,0,0,9.43E-06,9.30E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43E-05,0,0,0,5.12E-06,0,0,5.03E-06,8.55E-05,5.33E-06,2.89E-05,0,1.38E-05,0,0,0,8.82E-05,0,0,4.78E-05,1.67E-05,6.72E-05,5.86E-05,0,6.13E-06,0,0.003382442,0.002737253,8.37E-05,1.54E-05,4.27E-05,6.79E-05,1.52E-05,1.63E-05,3.03E-05,0,5.78E-06,0,0.001738375,0.001689524,0,0,3.22E-05,3.09E-05,2.29E-05,5.95E-06
OTU_611,0.7459,1,0.864,0.002,Yes,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,uncultured,uncultured marine bacterium,OTU_611,0.109542549,0.00014242,0.000186672,0.000185885,2.52E-05,0.000194821,0.000343719,0.000440354,7.55E-05,0.001152952,0.001157377,0.000780369,0.001156216,0.002039627,0.001684379,0.001955129,0.000473229,0.000992794,0.000723791,0.000601606,0.000190597,0.000589107,0.000879464,0.00096501,0.0006651,0.000532732,0.00042229,0.000425237,0.000465969,0.000410828,0.000522219,0.000115619,5.22E-05,0.000437406,0.000216616,0.000613519,0.000266645,0.000470602,0.000703529,0.000321078,0.000197081,0.000731745,0.00127812,0.001323251,0.001523599,0.001453133,0.001524819,0.001527719,0.001471715,0.001382219,0.007663851,0.009129151,0.001781764,0.000169566,0.001357981,0.001332202,0.000935063,0.000490225,0.000940203,0.000533702,0.000381446,9.19E-05,0.005929099,0.004964747,0.000923414,0.000219287,0.000753056,0.000734669,0.000518154,0.000743671
OTU_373,0.9184,0.7407,0.825,0.001,Yes,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,HOC36,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_373,0.038444545,0,0,0,0,0,0,7.22E-06,3.77E-05,0.000316132,0.000236736,0.000288397,0.000234856,0,0,0,1.50E-05,0,0,0,6.06E-05,0.000116036,0.000156167,0.000184328,0.00013302,0,0,2.24E-05,9.73E-05,0,0,5.03E-06,0.000213746,0.000128021,0.000158852,0.000159824,0.000156309,0,0,0.00015071,0.000248945,0,2.58E-05,0.00232166,0.002595141,0.002692571,0.002035047,0,6.13E-06,0.000327743,0,0,0.001142003,0.000670556,0.001059367,0.000916419,0.001125116,0.000582824,0,0,1.16E-05,7.57E-05,0,0,1.43E-05,0.002389317,0.001428875,0.001546671,0.001516364,0.000916203
OTU_1002,0.6714,1,0.819,0.001,Yes,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,,,,OTU_1002,0.012454183,5.93E-05,8.40E-05,0.00010327,8.40E-06,1.77E-05,1.53E-05,3.61E-05,2.83E-05,5.58E-05,5.26E-05,8.48E-05,2.71E-05,2.36E-05,2.60E-05,6.48E-05,0.000135208,5.34E-05,2.07E-05,0.000131601,9.53E-05,7.14E-05,8.22E-05,0.000108428,0.00013302,0.000122938,0.000143758,0.000156666,0.000245786,6.52E-06,3.78E-05,0.000165888,0.000151997,6.93E-05,8.66E-05,0.000118579,7.82E-05,0.000107846,8.14E-05,0.000216236,0.000176336,4.85E-05,0.000135558,0.000124204,0.000106038,0.000201485,0.000158347,0.000137691,9.20E-05,0.000192371,5.17E-05,4.48E-05,0.000292975,0.000331424,0.000277284,0.000161222,0.000190053,0.00012528,0.00021837,0.000184743,0.000132928,7.03E-05,1.55E-05,1.89E-05,0.000100215,0.000351773,0.000308946,0.000355734,0.000419096,0.000261772
OTU_1296,0.8265,0.7778,0.802,0.001,Yes,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,UBA10353 marine group,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_1296,0.006814562,0,0,0,0,0,0,0,0,2.79E-05,7.01E-05,5.09E-05,6.32E-05,7.88E-06,0,0,0,0,0,0,0,0.000124962,0.000131509,0.000216856,0.000166275,0,8.98E-06,2.24E-05,2.05E-05,0,0,0,0,6.40E-05,5.78E-05,4.64E-05,4.14E-05,0,0,0,1.56E-05,0,0,0.000152866,0.000156267,0.000103795,0.000205264,0,0,0,0,7.46E-06,1.79E-05,3.08E-05,0.000170636,0.00012728,0.000182451,0.000141621,6.07E-06,6.84E-06,8.67E-05,3.24E-05,0,0,7.16E-06,4.11E-05,0.000566401,0.000525868,0.000556254,0.000440253
OTU_153,0.7759,0.8148,0.795,0.008,Yes,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,uncultured,,OTU_153,0.00861133,1.19E-05,0,1.03E-05,0.001933017,0,0,7.22E-06,0.000377319,8.37E-05,6.14E-05,7.63E-05,0.000207757,0,0,0,3.00E-05,0,0,0,0,3.57E-05,2.47E-05,6.51E-05,4.43E-05,3.07E-05,0,0,2.56E-05,0,0,5.03E-06,9.50E-06,2.67E-05,0,2.06E-05,1.38E-05,0,0,0,4.15E-05,0,1.29E-05,5.25E-05,6.14E-05,2.44E-05,3.52E-05,1.31E-05,0,2.14E-05,0,0,3.59E-05,0.000385377,9.95E-05,4.24E-05,9.88E-05,0.000479332,1.82E-05,0,1.16E-05,0.001161936,0,1.89E-05,2.15E-05,1.83E-05,5.79E-05,7.73E-06,3.81E-05,8.33E-05
OTU_1411,0.8528,0.7037,0.775,0.003,Yes,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,,OTU_1411,0.026591906,0,0,0,8.40E-06,0,0,0.000187692,0.000235825,0.000399814,0.000543616,0.000585276,0.000469713,0,0,0,1.50E-05,0,0,0,1.73E-05,0.000205295,0.000164386,0.00034697,4.43E-05,0,0,2.24E-05,8.19E-05,0,0,0,2.37E-05,6.93E-05,0.000122749,0.000118579,0.000114933,0,0,6.55E-06,2.59E-05,0,6.46E-06,0.002264335,0.002595141,0.000634983,0.00057474,0,0,0.000185246,0,0,0.000125561,0.000300594,0.000888731,0.000721256,0.000775418,0.000811595,0,0,1.16E-05,0.000351283,0,0,3.58E-05,0.002800481,0.00044411,0.000301601,0.000388616,0.000321266
OTU_812,0.8582,0.6667,0.756,0.001,Yes,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,uncultured gamma proteobacterium,uncultured gamma proteobacterium,uncultured gamma proteobacterium,OTU_812,0.008918546,0,0,0,0.000546287,0,0,0,0.000198093,6.51E-05,3.51E-05,3.39E-05,0.000135494,0,0,0,1.50E-05,0,0,0,2.60E-05,9.82E-05,0.000139728,6.51E-05,8.87E-05,0,0,0,3.07E-05,0,0,0,2.37E-05,2.67E-05,4.33E-05,5.16E-05,2.76E-05,0,0,0,2.07E-05,0,0,0.000291402,0.000312533,0.00025033,0.000258046,6.56E-06,0,1.42E-05,0,0,3.59E-05,0.000901783,0.000135087,0.000178193,0.000129236,0.000729891,0,0,0,0.000675544,0,0,0,0.000105075,9.65E-05,9.28E-05,0.000144778,0.000124937
OTU_83,0.5695,1,0.755,0.038,Yes,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_83,0.921177378,0.007477035,0.006458839,0.006939711,0.000302559,0.012698806,0.015077795,0.010842808,0.002584637,0.007391911,0.007715846,0.008770665,0.006846964,0.008150633,0.008621588,0.007528868,0.005445887,0.022119029,0.01852905,0.016027147,0.003500048,0.005605441,0.00533432,0.00547562,0.00470004,0.003411536,0.002982983,0.003916654,0.002831657,0.001773732,0.006059005,0.005635176,0.001249228,0.007099841,0.007935362,0.006707465,0.007889002,0.014657294,0.012570498,0.009324361,0.0051656,0.014295683,0.022147629,0.009931544,0.009136013,0.0079556,0.006844093,0.013179032,0.013441668,0.011050629,0.014933192,0.017855545,0.015144993,0.001849811,0.009953786,0.009664828,0.009267002,0.004929489,0.018446178,0.012158824,0.011639869,0.001567263,0.024251878,0.02312477,0.012483983,0.008054237,0.007620666,0.005815482,0.008458109,0.007055954
OTU_200,0.5507,1,0.742,0.006,Yes,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,,,,OTU_200,0.573202655,0.003346863,0.003602763,0.00352149,0.003244106,0.002745209,0.00376563,0.003356795,0.0026884,0.006192469,0.005927173,0.006667063,0.005799144,0.004008379,0.003724734,0.004471953,0.008352863,0.007056312,0.006617518,0.008441278,0.007225346,0.005426924,0.005005548,0.004879265,0.004799805,0.003862309,0.004267822,0.003961415,0.006124163,0.002738851,0.00653089,0.00404667,0.002826201,0.006075671,0.007624879,0.006578574,0.007879808,0.005245252,0.00521542,0.007863129,0.005663489,0.006813468,0.00611303,0.005923576,0.006150206,0.005684316,0.005718073,0.004589712,0.004826,0.006882597,0.007540971,0.007719502,0.006026906,0.007036989,0.007564877,0.007950785,0.0067659,0.006253098,0.006575356,0.006712328,0.006935374,0.00635552,0.008272801,0.009249908,0.006263466,0.007601957,0.005329317,0.004833346,0.005951156,0.004497724
OTU_336,0.8613,0.6296,0.736,0.001,Yes,D_0__Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Ga0077536,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_336,0.001950322,0,0,0,0.000411817,0,0,0,3.77E-05,0,0,8.48E-06,6.32E-05,0,0,0,0,0,0,0,0,0,0,2.17E-05,0,0,0,0,0,0,0,0,9.50E-06,0,7.22E-06,0,4.60E-06,0,0,0,3.11E-05,0,0,4.78E-06,0,4.88E-05,2.93E-05,0,0,2.14E-05,6.47E-06,0,5.98E-06,7.71E-06,2.84E-05,2.55E-05,7.60E-06,0.000114386,0,0,5.78E-06,0.000345879,0,0,0,0,5.15E-05,1.55E-05,7.62E-06,2.38E-05
OTU_1079,0.7654,0.9024,0.831,0.006,No,D_0__Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,OTU_1079,0.012029228,0,0,0,0,8.86E-06,3.06E-05,2.89E-05,0,0.000204556,9.64E-05,0.000118752,0.000108395,7.88E-06,1.74E-05,1.08E-05,2.25E-05,5.34E-05,4.14E-05,6.58E-05,1.73E-05,0.000267776,0.000312333,0.000368656,0.0004434,8.20E-05,6.29E-05,6.71E-05,0.000158737,7.83E-05,0.000125836,0.000105565,0.000151997,0.000768127,0.000577642,0.000649608,0.000533289,0.000166672,0.000151172,0.000144157,0.00015559,0.000179302,0.000522867,1.43E-05,5.58E-06,1.83E-05,1.76E-05,6.56E-06,3.07E-05,2.14E-05,5.17E-05,6.71E-05,7.17E-05,5.40E-05,8.53E-05,5.94E-05,0.000144441,3.81E-05,6.67E-05,6.84E-06,5.78E-06,2.16E-05,0.00013193,0.000235967,0,8.22E-05,3.86E-05,3.87E-05,3.81E-05,4.16E-05
OTU_1148,0.7817,0.8537,0.817,0.001,No,D_0__Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,OTU_1148,0.116131628,0.000106815,5.60E-05,6.20E-05,0.000327772,0,0,0.000115503,0.001433813,0.002008368,0.00211309,0.001950922,0.002456958,0.0001575,8.68E-05,0.000518487,0.004829938,0,0,0.000197402,0.006471623,0.002891979,0.002926067,0.002591432,0.002471955,0.001311341,0.001042247,0.001432376,0.003927452,0,6.29E-06,0.001432672,0.004080179,0.003931317,0.003884645,0.003242887,0.003480172,8.82E-05,5.81E-05,0.001762651,0.004221685,0,5.81E-05,0.000649683,0.000625066,0.00040297,0.000480905,0,0,8.55E-05,0,0,2.99E-05,0.000447038,0.000575898,0.000560034,0.000745009,0.000610058,6.07E-06,5.47E-05,0.001011409,0.000572861,0,0,4.29E-05,0.001219785,0.000901092,0.001136803,0.001173467,0.001064937
OTU_471,0.7691,0.7073,0.738,0.017,No,D_0__Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,NB1-j,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,OTU_471,0.011203243,0,0,0,0.000126066,0,0,4.33E-05,0.000132062,0.00013947,0.000236736,0.000245986,0.000144527,0,0,2.16E-05,0.000202812,0,0,0.000131601,0.000459165,0.000240998,0.000238359,0.000314442,0.000232785,3.07E-05,2.70E-05,4.48E-05,0.000148496,0,0,3.52E-05,0.000275495,0.000672111,0.000743715,0.000525873,0.000616041,9.80E-06,5.81E-06,9.17E-05,0.000331926,0,6.46E-06,7.17E-05,6.70E-05,3.66E-05,5.28E-05,0,0,0,0,0,1.79E-05,0.000231226,2.84E-05,5.09E-05,6.84E-05,0.000234219,0,0,0,1.08E-05,0,0,0,3.65E-05,0.000109418,6.96E-05,6.86E-05,0.000101139
OTU_139,0.8319,1,0.912,0.001,Yes,D_0__Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured bacterium,OTU_139,0.070708926,0,3.73E-05,3.10E-05,0.000168088,0.000425065,0.000488844,0.00033207,0.000471649,0.000204556,0.000210432,0.000279915,0.000252922,0,0,3.24E-05,4.51E-05,0.001281025,0.001375203,9.40E-06,0.000129952,0.000133888,9.86E-05,0.000206013,0.000144105,0.000204897,0.000170713,0.000179047,0.000256027,0,0,0,0,0.000896148,0.00081592,0.001051747,0.000878088,0,5.81E-06,0,0,0.000135688,0.000632605,0.000558918,0.000692038,0.00080594,0.000955944,0.000177032,0.000325004,0.000705359,0.000239293,0.000246129,0.000173393,0.000662849,0.002246712,0.001612219,0.002820392,0.003556858,0.001310218,0.002127965,0.010946332,0.003691174,3.88E-05,1.89E-05,4.29E-05,0.000333499,0.000701565,0.000494935,0.000792472,0.000928102
